Date,Price,Open,High,Low,Vol,Change%
"Nov 03, 2021","1,766.00","1,791.00","1,791.00","1,761.00",6.75K,-1.42%
"Nov 02, 2021","1,791.50","1,796.70","1,799.40","1,789.70",7.90K,-0.36%
"Nov 01, 2021","1,797.90","1,786.80","1,799.50","1,782.90",11.68K,+0.67%
"Oct 29, 2021","1,785.90","1,803.30","1,804.20","1,774.60",9.21K,-1.04%
"Oct 28, 2021","1,804.70","1,799.90","1,814.60","1,795.20",12.55K,+0.22%
"Oct 27, 2021","1,800.80","1,796.50","1,802.70","1,786.70",2.79K,+0.30%
"Oct 26, 2021","1,795.40","1,810.80","1,811.20","1,784.90",3.37K,-0.74%
"Oct 25, 2021","1,808.80","1,796.40","1,813.30","1,795.30",6.08K,+0.58%
"Oct 22, 2021","1,798.30","1,786.80","1,817.50","1,785.60",12.85K,+0.81%
"Oct 21, 2021","1,783.80","1,784.50","1,791.60","1,780.00",1.02K,-0.17%
"Oct 20, 2021","1,786.80","1,771.50","1,791.10","1,771.10",4.21K,+0.81%
"Oct 19, 2021","1,772.40","1,766.80","1,787.70","1,765.60",1.56K,+0.27%
"Oct 18, 2021","1,767.60","1,769.50","1,773.60","1,762.80",1.57K,-0.15%
"Oct 15, 2021","1,770.20","1,799.40","1,799.40","1,767.00",3.80K,-1.64%
"Oct 14, 2021","1,799.80","1,795.70","1,803.60","1,789.90",4.07K,+0.17%
"Oct 13, 2021","1,796.70","1,761.90","1,798.40","1,760.00",5.67K,+2.02%
"Oct 12, 2021","1,761.20","1,755.70","1,771.70","1,753.80",4.82K,+0.20%
"Oct 11, 2021","1,757.70","1,760.30","1,762.30","1,752.10",4.27K,-0.10%
"Oct 08, 2021","1,759.40","1,756.40","1,783.20","1,755.60",7.54K,-0.10%
"Oct 07, 2021","1,761.10","1,765.70","1,769.30","1,754.50",5.37K,-0.15%
"Oct 06, 2021","1,763.70","1,762.40","1,767.40","1,747.90",3.61K,+0.05%
"Oct 05, 2021","1,762.80","1,772.90","1,772.90","1,751.10",4.83K,-0.37%
"Oct 04, 2021","1,769.40","1,762.40","1,772.60","1,749.70",2.67K,+0.53%
"Oct 01, 2021","1,760.10","1,759.10","1,766.40","1,751.60",5.81K,+0.09%
"Sep 30, 2021","1,758.50","1,728.10","1,766.30","1,724.50",15.87K,+1.95%
"Sep 29, 2021","1,724.90","1,736.00","1,747.60","1,723.70",2.05K,-0.73%
"Sep 28, 2021","1,737.50","1,750.00","1,754.30","1,727.80",215.84K,-0.83%
"Sep 27, 2021","1,752.00","1,751.80","1,760.90","1,744.70",137.57K,+0.02%
"Sep 24, 2021","1,751.70","1,743.70","1,758.00","1,740.20",151.55K,+0.11%
"Sep 23, 2021","1,749.80","1,769.20","1,777.10","1,737.50",225.46K,-1.63%
"Sep 22, 2021","1,778.80","1,775.00","1,788.40","1,764.60",172.35K,+0.03%
"Sep 21, 2021","1,778.20","1,765.50","1,782.80","1,758.30",141.62K,+0.82%
"Sep 20, 2021","1,763.80","1,754.20","1,768.40","1,742.30",152.45K,+0.71%
"Sep 17, 2021","1,751.40","1,754.60","1,767.80","1,747.10",183.25K,-0.30%
"Sep 16, 2021","1,756.70","1,795.50","1,797.30","1,745.50",255.27K,-2.12%
"Sep 15, 2021","1,794.80","1,806.60","1,808.50","1,791.70",139.30K,-0.68%
"Sep 14, 2021","1,807.10","1,794.80","1,810.60","1,780.60",197.95K,+0.71%
"Sep 13, 2021","1,794.40","1,789.80","1,800.20","1,784.40",114.31K,+0.13%
"Sep 10, 2021","1,792.10","1,796.20","1,806.00","1,788.20",136.25K,-0.44%
"Sep 09, 2021","1,800.00","1,790.90","1,803.40","1,785.10",154.13K,+0.36%
"Sep 08, 2021","1,793.50","1,796.10","1,804.40","1,783.10",161.26K,-0.28%
"Sep 07, 2021","1,798.50","1,833.50","1,833.50","1,793.70",252.48K,0.00%
"Sep 06, 2021","1,798.50","1,833.50","1,833.50","1,793.70",252.48K,-1.92%
"Sep 03, 2021","1,833.70","1,811.50","1,836.90","1,810.90",184.98K,+1.23%
"Sep 02, 2021","1,811.50","1,816.20","1,819.60","1,806.50",113.03K,-0.25%
"Sep 01, 2021","1,816.00","1,816.70","1,822.70","1,810.60",140.12K,-0.12%
"Aug 31, 2021","1,818.10","1,812.20","1,821.90","1,803.40",170.39K,+0.33%
"Aug 30, 2021","1,812.20","1,821.60","1,826.50","1,810.00",104.88K,-0.40%
"Aug 27, 2021","1,819.50","1,795.20","1,821.90","1,785.20",203.64K,+1.35%
"Aug 26, 2021","1,795.20","1,793.00","1,800.40","1,781.30",134.53K,+0.23%
"Aug 25, 2021","1,791.00","1,805.10","1,805.30","1,784.00",163.46K,-0.97%
"Aug 24, 2021","1,808.50","1,807.60","1,812.20","1,802.60",114.79K,+0.12%
"Aug 23, 2021","1,806.30","1,781.20","1,809.10","1,778.00",156.32K,+1.25%
"Aug 20, 2021","1,784.00","1,782.80","1,791.00","1,780.00",107.97K,+0.05%
"Aug 19, 2021","1,783.10","1,789.50","1,795.00","1,774.60",151.25K,-0.07%
"Aug 18, 2021","1,784.40","1,787.80","1,795.70","1,778.80",132.73K,-0.19%
"Aug 17, 2021","1,787.80","1,789.10","1,797.60","1,782.10",144.82K,-0.11%
"Aug 16, 2021","1,789.80","1,780.90","1,791.30","1,772.00",137.70K,+0.65%
"Aug 13, 2021","1,778.20","1,754.40","1,781.90","1,753.00",144.81K,+1.51%
"Aug 12, 2021","1,751.80","1,752.90","1,759.60","1,742.60",137.12K,-0.09%
"Aug 11, 2021","1,753.30","1,730.40","1,756.70","1,724.60",185.44K,+1.25%
"Aug 10, 2021","1,731.70","1,732.00","1,739.40","1,718.50",182.56K,+0.30%
"Aug 09, 2021","1,726.50","1,765.00","1,765.70","1,677.90",289.54K,-2.08%
"Aug 06, 2021","1,763.10","1,806.70","1,807.00","1,759.50",323.15K,-2.53%
"Aug 05, 2021","1,808.90","1,814.90","1,817.90","1,799.70",169.84K,-0.31%
"Aug 04, 2021","1,814.50","1,813.70","1,835.90","1,808.30",244.68K,+0.02%
"Aug 03, 2021","1,814.10","1,816.80","1,818.20","1,809.50",103.45K,-0.44%
"Aug 02, 2021","1,822.20","1,817.00","1,823.20","1,808.20",159.76K,+0.28%
"Jul 30, 2021","1,817.20","1,832.50","1,835.50","1,813.10",157.14K,-1.01%
"Jul 29, 2021","1,835.80","1,811.50","1,837.50","1,810.90",212.07K,+1.89%
"Jul 28, 2021","1,801.80","1,800.50","1,811.00","1,793.00",23.61K,+0.01%
"Jul 27, 2021","1,801.70","1,799.20","1,807.20","1,794.80",8.57K,+0.03%
"Jul 26, 2021","1,801.10","1,804.00","1,813.80","1,798.00",10.14K,-0.14%
"Jul 23, 2021","1,803.60","1,809.10","1,812.20","1,791.00",8.98K,-0.19%
"Jul 22, 2021","1,807.10","1,805.80","1,810.10","1,794.00",4.32K,+0.11%
"Jul 21, 2021","1,805.10","1,811.50","1,815.90","1,796.60",4.22K,-0.44%
"Jul 20, 2021","1,813.10","1,814.60","1,827.20","1,807.00",7.14K,+0.12%
"Jul 19, 2021","1,810.90","1,814.00","1,819.50","1,797.30",3.00K,-0.32%
"Jul 16, 2021","1,816.70","1,832.20","1,833.80","1,811.60",4.48K,-0.77%
"Jul 15, 2021","1,830.80","1,830.10","1,836.20","1,822.70",5.06K,+0.22%
"Jul 14, 2021","1,826.70","1,809.80","1,832.40","1,807.20",2.39K,+0.83%
"Jul 13, 2021","1,811.70","1,808.80","1,819.40","1,800.50",3.16K,+0.23%
"Jul 12, 2021","1,807.60","1,809.90","1,811.00","1,793.50",2.38K,-0.25%
"Jul 09, 2021","1,812.10","1,805.40","1,814.60","1,798.40",3.83K,+0.57%
"Jul 08, 2021","1,801.90","1,806.60","1,821.00","1,795.50",3.63K,-0.11%
"Jul 07, 2021","1,803.90","1,798.10","1,811.90","1,796.00",1.60K,+0.45%
"Jul 06, 2021","1,795.90","1,787.40","1,817.20","1,787.00",3.97K,+0.09%
"Jul 05, 2021","1,794.20","1,787.50","1,815.70","1,784.70",276.60K,+0.50%
"Jul 02, 2021","1,785.20","1,780.20","1,797.60","1,777.00",1.11K,+0.38%
"Jul 01, 2021","1,778.50","1,772.50","1,785.00","1,768.30",1.10K,+0.28%
"Jun 30, 2021","1,773.50","1,763.90","1,775.40","1,755.40",1.30K,+0.46%
"Jun 29, 2021","1,765.40","1,780.50","1,780.60","1,752.50",1.35K,-0.97%
"Jun 28, 2021","1,782.70","1,783.10","1,786.60","1,773.60",0.64K,+0.16%
"Jun 25, 2021","1,779.80","1,776.90","1,792.20","1,776.30",1.33K,+0.06%
"Jun 24, 2021","1,778.70","1,780.20","1,790.00","1,775.10",0.93K,-0.37%
"Jun 23, 2021","1,785.30","1,780.30","1,797.00","1,775.30",0.86K,+0.34%
"Jun 22, 2021","1,779.30","1,784.40","1,791.60","1,775.00",0.60K,-0.31%
"Jun 21, 2021","1,784.80","1,769.30","1,788.30","1,769.30",1.24K,+0.78%
"Jun 18, 2021","1,770.90","1,776.80","1,798.20","1,763.30",2.40K,-0.33%
"Jun 17, 2021","1,776.70","1,815.70","1,827.90","1,770.00",3.08K,-4.65%
"Jun 16, 2021","1,863.40","1,863.50","1,866.70","1,810.00",1.15K,+0.27%
"Jun 15, 2021","1,858.40","1,869.90","1,872.80","1,855.00",0.77K,-0.51%
"Jun 14, 2021","1,867.90","1,880.70","1,881.20","1,847.80",1.78K,-0.73%
"Jun 11, 2021","1,881.70","1,903.70","1,907.50","1,879.00",1.57K,-0.87%
"Jun 10, 2021","1,898.30","1,892.90","1,905.00","1,874.40",1.60K,+0.04%
"Jun 09, 2021","1,897.50","1,896.40","1,903.40","1,892.00",0.64K,+0.06%
"Jun 08, 2021","1,896.40","1,903.20","1,908.00","1,888.00",1.58K,-0.22%
"Jun 07, 2021","1,900.60","1,894.30","1,904.60","1,885.60",1.02K,+0.36%
"Jun 04, 2021","1,893.80","1,875.00","1,900.50","1,857.60",1.78K,+0.99%
"Jun 03, 2021","1,875.20","1,911.70","1,913.60","1,869.30",1.71K,-1.91%
"Jun 02, 2021","1,911.70","1,903.00","1,913.50","1,898.60",0.89K,+0.25%
"Jun 01, 2021","1,906.90","1,909.30","1,920.50","1,896.50",1.90K,+0.10%
"May 31, 2021","1,905.00","1,906.80","1,919.20","1,894.50",290.65K,-0.10%
"May 28, 2021","1,906.90","1,901.50","1,910.00","1,886.60",1.21K,+0.36%
"May 27, 2021","1,900.10","1,900.90","1,907.70","1,892.80",3.11K,-0.19%
"May 26, 2021","1,903.80","1,902.40","1,915.60","1,893.00",178.18K,+0.17%
"May 25, 2021","1,900.50","1,883.40","1,903.70","1,875.40",176.60K,+0.73%
"May 24, 2021","1,886.70","1,885.60","1,890.00","1,877.90",55.84K,+0.42%
"May 21, 2021","1,878.90","1,880.40","1,892.30","1,872.50",53.04K,-0.27%
"May 20, 2021","1,883.90","1,872.20","1,887.20","1,866.20",44.91K,+0.03%
"May 19, 2021","1,883.40","1,872.20","1,893.20","1,854.40",58.81K,+0.71%
"May 18, 2021","1,870.10","1,869.10","1,877.80","1,865.60",49.55K,+0.03%
"May 17, 2021","1,869.60","1,843.50","1,871.10","1,843.10",42.11K,+1.61%
"May 14, 2021","1,840.00","1,829.30","1,849.00","1,821.30",24.14K,+0.76%
"May 13, 2021","1,826.10","1,816.60","1,830.90","1,810.70",41.80K,+0.07%
"May 12, 2021","1,824.80","1,840.20","1,846.50","1,815.00",55.16K,-0.72%
"May 11, 2021","1,838.10","1,837.60","1,844.30","1,819.80",71.63K,-0.09%
"May 10, 2021","1,839.80","1,836.10","1,848.40","1,832.80",64.97K,+0.34%
"May 07, 2021","1,833.50","1,817.30","1,846.50","1,815.70",26.44K,+0.86%
"May 06, 2021","1,817.90","1,789.00","1,820.50","1,784.10",23.09K,+1.76%
"May 05, 2021","1,786.50","1,780.90","1,790.20","1,771.50",20.46K,+0.47%
"May 04, 2021","1,778.20","1,795.10","1,801.60","1,771.60",9.94K,-0.88%
"May 03, 2021","1,794.00","1,770.40","1,800.80","1,768.50",7.92K,+1.37%
"Apr 30, 2021","1,769.80","1,773.90","1,775.00","1,765.60",17.31K,-0.04%
"Apr 29, 2021","1,770.50","1,784.20","1,791.50","1,756.80",8.69K,-0.32%
"Apr 28, 2021","1,776.10","1,777.30","1,784.70","1,763.90",5.98K,-0.28%
"Apr 27, 2021","1,781.00","1,783.20","1,787.80","1,776.60",7.80K,-0.07%
"Apr 26, 2021","1,782.30","1,776.00","1,784.90","1,770.80",3.72K,+0.13%
"Apr 23, 2021","1,779.90","1,786.30","1,798.20","1,771.70",5.12K,-0.23%
"Apr 22, 2021","1,784.00","1,797.00","1,800.00","1,779.30",2.13K,-0.62%
"Apr 21, 2021","1,795.20","1,780.60","1,800.00","1,779.00",3.26K,+0.83%
"Apr 20, 2021","1,780.40","1,772.70","1,782.60","1,765.80",1.91K,+0.43%
"Apr 19, 2021","1,772.70","1,780.10","1,791.70","1,768.60",1.87K,-0.53%
"Apr 16, 2021","1,782.20","1,766.20","1,786.20","1,763.70",2.57K,+0.76%
"Apr 15, 2021","1,768.80","1,738.80","1,772.40","1,736.80",3.88K,+1.76%
"Apr 14, 2021","1,738.20","1,748.40","1,752.50","1,734.70",2.79K,-0.65%
"Apr 13, 2021","1,749.50","1,734.70","1,751.20","1,725.50",4.27K,+0.86%
"Apr 12, 2021","1,734.60","1,745.20","1,748.00","1,729.60",3.63K,-0.70%
"Apr 09, 2021","1,746.80","1,757.30","1,759.00","1,732.90",4.02K,-0.77%
"Apr 08, 2021","1,760.30","1,739.50","1,761.20","1,735.80",4.00K,+0.96%
"Apr 07, 2021","1,743.60","1,746.60","1,747.20","1,734.00",1.72K,-0.08%
"Apr 06, 2021","1,745.00","1,731.80","1,748.30","1,730.70",3.87K,+0.83%
"Apr 05, 2021","1,730.70","1,732.10","1,735.90","1,723.60",1.37K,+0.02%
"Apr 01, 2021","1,730.30","1,711.40","1,733.20","1,708.80",2.20K,+0.75%
"Mar 31, 2021","1,717.50","1,687.30","1,718.10","1,679.40",2.71K,+1.75%
"Mar 30, 2021","1,687.90","1,714.80","1,715.80","1,680.60",2.72K,-1.56%
"Mar 29, 2021","1,714.60","1,732.40","1,734.80","1,705.60",182.75K,-1.16%
"Mar 26, 2021","1,734.70","1,727.50","1,737.90","1,721.20",99.68K,+0.43%
"Mar 25, 2021","1,727.30","1,736.00","1,747.10","1,722.50",74.22K,-0.47%
"Mar 24, 2021","1,735.50","1,728.20","1,739.90","1,724.80",72.47K,+0.46%
"Mar 23, 2021","1,727.50","1,741.20","1,744.40","1,725.20",65.40K,-0.74%
"Mar 22, 2021","1,740.40","1,747.50","1,749.20","1,728.60",38.35K,-0.20%
"Mar 19, 2021","1,743.90","1,736.30","1,748.20","1,729.30",40.49K,+0.54%
"Mar 18, 2021","1,734.60","1,745.90","1,756.00","1,719.10",19.36K,+0.31%
"Mar 17, 2021","1,729.20","1,732.40","1,752.70","1,724.10",15.64K,-0.23%
"Mar 16, 2021","1,733.20","1,732.50","1,742.60","1,727.10",16.65K,+0.08%
"Mar 15, 2021","1,731.80","1,728.20","1,735.50","1,721.80",19.53K,+0.55%
"Mar 12, 2021","1,722.40","1,722.60","1,730.40","1,699.40",42.74K,-0.16%
"Mar 11, 2021","1,725.20","1,727.60","1,740.40","1,719.30",50.44K,+0.04%
"Mar 10, 2021","1,724.50","1,717.40","1,727.80","1,708.40",58.59K,+0.28%
"Mar 09, 2021","1,719.70","1,683.10","1,721.40","1,679.70",48.45K,+2.31%
"Mar 08, 2021","1,680.80","1,703.90","1,714.90","1,676.20",64.06K,-1.22%
"Mar 05, 2021","1,701.60","1,698.40","1,708.30","1,685.80",52.83K,-0.12%
"Mar 04, 2021","1,703.70","1,712.30","1,724.10","1,690.80",21.57K,-0.87%
"Mar 03, 2021","1,718.70","1,739.10","1,741.00","1,702.90",12.21K,-1.03%
"Mar 02, 2021","1,736.50","1,724.50","1,740.10","1,707.80",11.03K,+0.62%
"Mar 01, 2021","1,725.80","1,735.40","1,759.90","1,720.20",10.64K,-0.33%
"Feb 26, 2021","1,731.60","1,771.50","1,775.60","1,718.10",16.64K,-2.63%
"Feb 25, 2021","1,778.40","1,806.90","1,806.90","1,767.10",9.09K,-1.24%
"Feb 24, 2021","1,800.80","1,807.90","1,815.00","1,785.00",6.49K,-0.43%
"Feb 23, 2021","1,808.60","1,812.20","1,817.60","1,797.40",5.53K,-0.14%
"Feb 22, 2021","1,811.20","1,785.80","1,814.70","1,781.50",6.10K,+1.74%
"Feb 19, 2021","1,780.30","1,777.70","1,793.10","1,762.90",7.96K,+0.13%
"Feb 18, 2021","1,778.00","1,779.00","1,790.80","1,769.50",5.73K,+0.12%
"Feb 17, 2021","1,775.80","1,795.10","1,796.90","1,771.60",8.11K,-1.45%
"Feb 16, 2021","1,801.90","1,828.00","1,829.90","1,791.60",6.43K,+0.16%
"Feb 15, 2021","1,799.00","1,826.00","1,827.10","1,788.10",355.92K,-1.48%
"Feb 12, 2021","1,826.00","1,829.30","1,833.00","1,813.30",3.84K,-0.21%
"Feb 11, 2021","1,829.80","1,847.40","1,850.80","1,825.50",4.30K,-0.86%
"Feb 10, 2021","1,845.60","1,842.30","1,858.90","1,837.80",5.70K,+0.29%
"Feb 09, 2021","1,840.20","1,835.00","1,852.00","1,833.00",3.40K,+0.19%
"Feb 08, 2021","1,836.80","1,818.90","1,842.20","1,809.90",6.06K,+1.17%
"Feb 05, 2021","1,815.60","1,797.50","1,817.90","1,795.40",6.31K,+1.22%
"Feb 04, 2021","1,793.80","1,837.50","1,838.00","1,787.30",5.83K,-2.38%
"Feb 03, 2021","1,837.60","1,841.20","1,848.00","1,832.40",6.79K,+0.10%
"Feb 02, 2021","1,835.80","1,865.80","1,867.60","1,833.00",5.63K,-1.62%
"Feb 01, 2021","1,866.00","1,867.30","1,877.80","1,854.50",16.65K,+0.72%
"Jan 29, 2021","1,852.70","1,847.60","1,881.00","1,844.20",6.79K,+0.49%
"Jan 28, 2021","1,843.70","1,847.80","1,869.60","1,839.00",10.09K,-0.28%
"Jan 27, 2021","1,848.90","1,854.30","1,855.70","1,832.40",174.14K,-0.32%
"Jan 26, 2021","1,854.80","1,858.70","1,864.50","1,851.10",91.25K,-0.23%
"Jan 25, 2021","1,859.00","1,858.60","1,870.90","1,850.00",89.52K,-0.05%
"Jan 22, 2021","1,859.90","1,874.00","1,874.10","1,839.70",77.97K,-0.50%
"Jan 21, 2021","1,869.30","1,875.60","1,878.10","1,861.20",48.23K,-0.05%
"Jan 20, 2021","1,870.20","1,843.20","1,875.60","1,834.80",52.60K,+1.42%
"Jan 19, 2021","1,844.00","1,832.30","1,848.40","1,804.70",90.42K,+0.21%
"Jan 18, 2021","1,840.20","1,828.80","1,845.00","1,800.80",331.59K,+0.35%
"Jan 15, 2021","1,833.70","1,850.40","1,860.20","1,826.10",40.61K,-1.17%
"Jan 14, 2021","1,855.40","1,849.40","1,861.10","1,830.40",73.07K,-0.18%
"Jan 13, 2021","1,858.80","1,858.60","1,866.50","1,845.70",70.54K,+0.57%
"Jan 12, 2021","1,848.20","1,850.70","1,867.80","1,840.00",51.42K,-0.36%
"Jan 11, 2021","1,854.90","1,852.90","1,860.00","1,821.30",54.96K,+0.83%
"Jan 08, 2021","1,839.70","1,921.60","1,922.30","1,832.00",56.15K,-4.08%
"Jan 07, 2021","1,918.00","1,925.90","1,933.80","1,912.20",10.63K,+0.26%
"Jan 06, 2021","1,913.00","1,958.30","1,966.80","1,907.20",25.53K,-2.34%
"Jan 05, 2021","1,958.80","1,950.70","1,961.00","1,942.80",12.67K,+0.39%
"Jan 04, 2021","1,951.10","1,912.50","1,953.00","1,911.30",16.79K,+2.71%
"Dec 31, 2020","1,899.60","1,903.00","1,909.20","1,893.80",5.35K,+0.09%
"Dec 30, 2020","1,897.80","1,886.50","1,903.00","1,884.30",3.35K,+0.56%
"Dec 29, 2020","1,887.30","1,882.10","1,895.20","1,880.10",4.37K,+0.13%
"Dec 28, 2020","1,884.80","1,890.90","1,908.00","1,877.20",3.94K,-0.14%
"Dec 24, 2020","1,887.40","1,881.80","1,890.00","1,877.30",2.57K,+0.27%
"Dec 23, 2020","1,882.30","1,869.40","1,887.50","1,865.80",2.30K,+0.42%
"Dec 22, 2020","1,874.50","1,886.90","1,893.30","1,868.00",4.15K,-0.66%
"Dec 21, 2020","1,887.00","1,896.80","1,915.40","1,863.30",3.96K,-0.32%
"Dec 18, 2020","1,893.00","1,894.80","1,899.40","1,886.20",2.55K,-0.08%
"Dec 17, 2020","1,894.50","1,871.60","1,906.00","1,870.50",5.68K,+1.69%
"Dec 16, 2020","1,863.00","1,861.50","1,873.60","1,852.60",4.18K,+0.19%
"Dec 15, 2020","1,859.40","1,835.50","1,863.00","1,834.20",3.22K,+1.27%
"Dec 14, 2020","1,836.10","1,849.00","1,849.00","1,825.00",3.68K,-0.62%
"Dec 11, 2020","1,847.60","1,844.60","1,855.80","1,831.00",4.30K,+0.33%
"Dec 10, 2020","1,841.50","1,847.50","1,857.90","1,836.60",4.64K,-0.06%
"Dec 09, 2020","1,842.60","1,879.10","1,879.10","1,832.40",5.56K,-1.94%
"Dec 08, 2020","1,879.10","1,869.80","1,883.70","1,868.20",4.14K,+0.48%
"Dec 07, 2020","1,870.10","1,846.70","1,876.90","1,829.20",8.07K,+1.42%
"Dec 04, 2020","1,844.00","1,847.90","1,856.20","1,836.10",4.88K,-0.04%
"Dec 03, 2020","1,844.70","1,837.00","1,850.70","1,830.50",4.06K,+0.59%
"Dec 02, 2020","1,833.90","1,823.00","1,839.20","1,814.80",7.07K,+0.61%
"Dec 01, 2020","1,822.80","1,784.10","1,824.70","1,783.30",4.19K,+2.13%
"Nov 30, 2020","1,784.80","1,795.00","1,797.00","1,771.30",3.74K,-0.41%
"Nov 27, 2020","1,792.10","1,816.70","1,826.00","1,781.20",7.72K,+0.22%
"Nov 26, 2020","1,788.10","1,812.10","1,822.60","1,776.50",282.35K,-1.28%
"Nov 25, 2020","1,811.20","1,812.00","1,821.70","1,804.70",133.60K,+0.02%
"Nov 24, 2020","1,810.90","1,842.60","1,843.00","1,803.70",126.76K,-1.80%
"Nov 23, 2020","1,844.10","1,875.90","1,880.70","1,834.40",108.43K,-1.82%
"Nov 20, 2020","1,878.20","1,869.80","1,884.70","1,864.70",46.61K,+0.61%
"Nov 19, 2020","1,866.90","1,877.00","1,877.80","1,855.70",42.39K,-0.65%
"Nov 18, 2020","1,879.20","1,886.00","1,889.70","1,866.20",46.70K,-0.64%
"Nov 17, 2020","1,891.30","1,894.30","1,898.90","1,882.70",21.64K,-0.15%
"Nov 16, 2020","1,894.10","1,893.70","1,904.30","1,868.80",31.18K,+0.06%
"Nov 13, 2020","1,893.00","1,883.00","1,902.40","1,878.80",20.39K,+0.68%
"Nov 12, 2020","1,880.20","1,873.50","1,889.50","1,867.20",46.07K,+0.65%
"Nov 11, 2020","1,868.10","1,882.60","1,888.80","1,860.20",45.21K,-0.79%
"Nov 10, 2020","1,883.00","1,870.80","1,894.90","1,865.20",52.03K,+1.20%
"Nov 09, 2020","1,860.60","1,961.70","1,973.30","1,854.00",96.86K,-5.03%
"Nov 06, 2020","1,959.10","1,957.40","1,968.90","1,944.60",37.30K,+0.27%
"Nov 05, 2020","1,953.80","1,910.50","1,961.40","1,910.20",24.77K,+2.66%
"Nov 04, 2020","1,903.10","1,917.90","1,924.00","1,888.60",21.93K,-0.75%
"Nov 03, 2020","1,917.40","1,903.40","1,919.00","1,895.40",14.98K,+0.93%
"Nov 02, 2020","1,899.70","1,885.30","1,904.30","1,881.00",11.69K,+0.66%
"Oct 30, 2020","1,887.20","1,875.10","1,897.90","1,871.10",10.61K,+0.64%
"Oct 29, 2020","1,875.20","1,884.10","1,892.00","1,866.70",7.49K,-0.60%
"Oct 28, 2020","1,886.60","1,917.40","1,919.40","1,876.50",6.94K,-1.70%
"Oct 27, 2020","1,919.30","1,911.40","1,920.90","1,906.30",5.39K,+0.32%
"Oct 26, 2020","1,913.20","1,912.30","1,918.30","1,900.20",4.28K,+0.03%
"Oct 23, 2020","1,912.70","1,914.50","1,924.50","1,902.80",4.61K,+0.04%
"Oct 22, 2020","1,912.00","1,935.50","1,936.10","1,902.00",6.46K,-1.29%
"Oct 21, 2020","1,936.90","1,917.80","1,943.20","1,917.80",5.00K,+0.73%
"Oct 20, 2020","1,922.90","1,913.30","1,925.00","1,904.40",4.82K,+0.19%
"Oct 19, 2020","1,919.30","1,912.70","1,930.80","1,908.50",4.53K,+0.28%
"Oct 16, 2020","1,914.00","1,920.70","1,925.80","1,908.80",3.17K,-0.14%
"Oct 15, 2020","1,916.60","1,911.50","1,920.70","1,900.50",3.29K,+0.08%
"Oct 14, 2020","1,915.10","1,903.00","1,925.10","1,892.80",2.33K,+0.68%
"Oct 13, 2020","1,902.20","1,936.10","1,937.80","1,897.80",6.20K,-1.76%
"Oct 12, 2020","1,936.30","1,942.40","1,945.30","1,931.30",3.01K,+0.14%
"Oct 09, 2020","1,933.60","1,906.00","1,944.00","1,906.00",8.33K,+1.62%
"Oct 08, 2020","1,902.70","1,897.70","1,911.90","1,893.00",7.06K,+0.26%
"Oct 07, 2020","1,897.70","1,889.00","1,908.50","1,884.00",6.46K,-0.94%
"Oct 06, 2020","1,915.80","1,925.00","1,933.50","1,886.30",2.92K,-0.58%
"Oct 05, 2020","1,927.00","1,914.30","1,931.60","1,898.40",2.92K,+0.64%
"Oct 02, 2020","1,914.70","1,918.00","1,930.40","1,903.50",2.00K,-0.45%
"Oct 01, 2020","1,923.40","1,901.10","1,924.50","1,897.60",2.19K,+1.09%
"Sep 30, 2020","1,902.60","1,910.20","1,915.20","1,893.40",3.47K,-0.41%
"Sep 29, 2020","1,910.40","1,893.40","1,911.80","1,889.40",2.22K,+1.49%
"Sep 28, 2020","1,882.30","1,862.70","1,888.20","1,851.10",235.92K,+0.86%
"Sep 25, 2020","1,866.30","1,872.70","1,879.30","1,854.10",230.86K,-0.56%
"Sep 24, 2020","1,876.90","1,866.90","1,880.90","1,851.00",345.04K,+0.45%
"Sep 23, 2020","1,868.40","1,905.10","1,909.90","1,856.00",411.56K,-2.05%
"Sep 22, 2020","1,907.60","1,918.10","1,925.50","1,898.90",282.71K,-0.16%
"Sep 21, 2020","1,910.60","1,957.30","1,962.90","1,885.40",386.67K,-2.62%
"Sep 18, 2020","1,962.10","1,951.10","1,968.20","1,951.10",174.77K,+0.63%
"Sep 17, 2020","1,949.90","1,967.60","1,969.30","1,938.20",273.14K,-1.05%
"Sep 16, 2020","1,970.50","1,961.40","1,983.80","1,957.20",298.39K,+0.22%
"Sep 15, 2020","1,966.20","1,966.20","1,982.40","1,955.60",239.54K,+0.13%
"Sep 14, 2020","1,963.70","1,948.90","1,972.50","1,945.20",200.09K,+0.81%
"Sep 11, 2020","1,947.90","1,953.80","1,963.40","1,944.00",205.23K,-0.83%
"Sep 10, 2020","1,964.30","1,955.30","1,975.20","1,948.60",271.48K,+0.48%
"Sep 09, 2020","1,954.90","1,939.40","1,959.70","1,926.30",227.18K,+0.60%
"Sep 08, 2020","1,943.20","1,938.00","1,948.30","1,911.70",416.01K,0.00%
"Sep 07, 2020","1,943.20","1,938.00","1,948.30","1,911.70",416.01K,+0.46%
"Sep 04, 2020","1,934.30","1,938.00","1,956.60","1,921.60",304.74K,-0.18%
"Sep 03, 2020","1,937.80","1,948.90","1,956.60","1,927.20",303.03K,-0.35%
"Sep 02, 2020","1,944.70","1,976.80","1,980.40","1,938.90",332.59K,-1.73%
"Sep 01, 2020","1,978.90","1,973.70","2,001.20","1,969.20",304.89K,+0.02%
