Price,Open,High,Low,Vol,Change%,Date
0.011495340366147883,0.012734011213532292,0.011269966935220949,0.011006891271056668,0.04838768936842492,0.48334243582741665,2003-01-02
0.013907942665215972,0.011973771738097494,0.013738182834256957,0.011389739663093423,0.04645267167158586,0.5903877662479519,2003-01-03
0.014144472302379502,0.014634609902119178,0.01536813672984677,0.014691807044410421,0.04879183863422042,0.5177498634625887,2003-01-06
0.012063011495340364,0.014777154803763182,0.013039631164718457,0.012059724349157752,0.06423523936658788,0.44183506280720913,2003-01-07
0.01518520270589907,0.01259146631188826,0.014902435616821114,0.012155436447166934,0.053029282451349004,0.6138722009830693,2003-01-08
0.014901367141302801,0.016060058918559356,0.015600987286359613,0.015170367534456358,0.051620883494788924,0.500819224467504,2003-01-09
0.015469038270495283,0.015299819443124585,0.015135286173333928,0.014691807044410421,0.02742091533685229,0.5286728563626433,2003-01-10
0.015563650125360734,0.015965028984129992,0.014623014949005697,0.015218223583460977,0.04625672051241228,0.5133806663025668,2003-01-13
0.014286390084677608,0.01620260382020336,0.01448330461509803,0.015170367534456358,0.05070236243616279,0.46859639541234294,2003-01-14
0.013671413028052443,0.014919699705407213,0.013691612722954383,0.013830398162327728,0.05117999338664838,0.48989623156744944,2003-01-15
0.01698282794834194,0.014349520098831142,0.016299538955898085,0.01473966309341504,0.038737094779126305,0.6187875477880939,2003-01-16
0.016367850891716745,0.017675567803858233,0.01615982862199039,0.016988897396630953,0.053715111508456516,0.49044238121245215,2003-01-17
0.016698992383745698,0.01677278342677946,0.015880407954175002,0.016079632465543642,0.045828077351720085,0.5210267613326051,2003-01-21
0.01783433464213066,0.017628052836643537,0.01695152051413401,0.01818529862174581,0.07698431166031867,0.5466957946477334,2003-01-22
0.020105019158900617,0.01867338211536637,0.020351138639221333,0.019238131699846867,0.06609677537873686,0.5827416712179136,2003-01-23
0.021855338473910774,0.020811555640026624,0.02151539142178549,0.020578101071975524,0.07574736996803547,0.5652648825778263,2003-01-24
0.02232839774823786,0.022427064525325474,0.023145345317375277,0.02297090352220521,0.05092280749023306,0.5248498088476242,2003-01-27
0.0226122333128341,0.02309227406633088,0.02151539142178549,0.021870214395099535,0.06993006993006994,0.5188421627525941,2003-01-28
0.020861913997823944,0.023139789033545577,0.021981092534811147,0.021870214395099535,0.0010164966382129254,0.45548880393227736,2003-01-29
0.022470315530535995,0.021951914853178767,0.021981092534811147,0.02091309341500766,0.037316448875117876,0.5608956854178044,2003-01-30
0.022186479965939754,0.02328233393518961,0.02267964420434962,0.023066615620214392,0.030703097253009688,0.5013653741125068,2003-01-31
0.02336912815175743,0.02285469923025754,0.02267964420434962,0.023401607963246557,0.049330704321947756,0.5472419442927361,2003-02-03
0.02729552012867212,0.024327663213912387,0.026079262329436942,0.024933001531393578,0.09411779114055822,0.6318951392681594,2003-02-04
0.02601826008798902,0.02822389052551555,0.03110883435011408,0.025459418070444106,0.07436346490637209,0.47132714363735656,2003-02-05
0.022943374804863054,0.026465836738572668,0.024821869324267665,0.023545176110260357,0.062092023563126895,0.41616602949208076,2003-02-06
0.02284876294999766,0.02332984890240425,0.024030177432124045,0.02287519142419603,0.04980833527243335,0.5073730202075368,2003-02-07
0.019868489521737087,0.023567423738477616,0.023145345317375277,0.02091309341500766,0.06356165725692871,0.41725832878208624,2003-02-10
0.019300818392544605,0.020431435902309253,0.019652586969682834,0.019716692189892804,0.09439947093187023,0.49208083014746035,2003-02-11
0.014570225649273877,0.020383920935094557,0.019745727192287954,0.015648928024502295,0.06296155683195964,0.35991261605679953,2003-02-12
0.016793604238611093,0.015299819443124585,0.01634610906720066,0.013734686064318546,0.050236978433125544,0.5827416712179136,2003-02-13
0.014191778229812213,0.0175330229022142,0.016113258510687845,0.013973966309341501,0.048669369159736936,0.42599672310212994,2003-02-14
0.010454609962628342,0.012971586049605632,0.011642527825641485,0.01110260336906585,0.048534652737805106,0.38776624795193876,2003-02-18
0.013151047826292644,0.01083341252494538,0.012247939272574865,0.010815467075038276,0.044946297135438996,0.6007646095030037,2003-02-19
0.014617531576706588,0.014064430295543079,0.014436734503795456,0.014356814701378257,0.025853306063463682,0.5587110868377935,2003-02-20
0.014002554520081395,0.015442364344768617,0.014436734503795456,0.014931087289433403,0.03789205540519026,0.48989623156744944,2003-02-21
0.0161786271819859,0.014777154803763182,0.015880407954175002,0.014643950995405802,0.05553990667826045,0.5816493719279082,2003-02-24
0.014286390084677608,0.017152903164496802,0.01704466073673916,0.014931087289433403,0.033777081062545164,0.44893500819224463,2003-02-25
0.015090590851033647,0.014824669770977877,0.015135286173333928,0.015074655436447176,0.057756604166411527,0.5363189513926815,2003-02-26
0.011353422583849776,0.016012543951344688,0.01536813672984677,0.012394716692189889,0.04269285880494287,0.3883123975969415,2003-02-27
0.013292965608590779,0.012163831606956194,0.012806780608205642,0.012203292496171525,0.03753689392918815,0.5745494265428727,2003-02-28
0.012819906334263692,0.013779340492255071,0.012061658827364569,0.012155436447166934,0.03174408778611931,0.49426542872747126,2003-03-03
0.014712143431571983,0.01363679559061104,0.014390164392492882,0.014213246554364484,0.04614649798537715,0.5729109776078645,2003-03-04
0.014664837504139272,0.015489879311983284,0.016206398733292965,0.015553215926493114,0.03349540127123315,0.5084653194975423,2003-03-05
0.01641515681914943,0.015537394279197952,0.015554417175057011,0.015696784073506914,0.06423523936658788,0.5674494811578372,2003-03-06
0.013576801173186992,0.017152903164496802,0.01615982862199039,0.013016845329249627,0.027849558497544488,0.41835062807209167,2003-03-07
0.0154217323430626,0.01563242421362729,0.014669585060308271,0.01598392036753446,0.03982707310202933,0.5707263790278536,2003-03-10
0.013434883390888913,0.01620260382020336,0.014669585060308271,0.013830398162327728,0.04259488322535608,0.44565811032222824,2003-03-11
0.011542646293580622,0.014349520098831142,0.012713640385600522,0.01249042879019907,0.07465739164513245,0.44784270890223915,2003-03-12
0.006528217985713625,0.012116316639741526,0.010571415265682477,0.0058384379785604845,0.03769610424601668,0.34298197706171485,2003-03-13
0.006812053550309866,0.006747125344483518,0.007218367251897728,0.006029862174578876,0.04827746684138978,0.5199344620425996,2003-03-14
0.0070958891149061065,0.008362634229782367,0.009919433707446551,0.007178407350689142,0.0440645169191579,0.5199344620425996,2003-03-17
0.007332418752069636,0.007934999524850328,0.007684068364923385,0.00693912710566616,0.03599377855069624,0.5182960131075914,2003-03-18
0.00662282984057902,0.008837783901929103,0.0079169189214362,0.00693912710566616,0.04001077731375455,0.4860731840524303,2003-03-19
0.005109040162732392,0.007222275016630253,0.0065198155823592285,0.005742725880551303,0.060695871554015166,0.45821955215729104,2003-03-20
0.0018449311698756077,0.005701796065760739,0.0048898616867694145,0.0028713629402756513,0.02995603345866043,0.3970507919169852,2003-03-21
0.003453332702587658,0.003278532737812423,0.003120197457271906,0.003110643185298634,0.04757939083683392,0.5669033315128345,2003-03-24
0.0028856615733951763,0.004371376983749897,0.0048898616867694145,0.003589203675344571,0.05279659044983038,0.49044238121245215,2003-03-25
0.003737168267183899,0.0037536824099591304,0.003446188236389869,0.004067764165390508,0.06585183642976988,0.5401419989077006,2003-03-26
0.00293296750082786,0.004418891950964565,0.004191310017230915,0.004067764165390508,0.03280957221412563,0.48225013653741117,2003-03-27
0.004825204598136151,0.004846526655896605,0.004424160573743757,0.0045941807044410365,0.043060267228393324,0.5767340251228836,2003-03-28
0.006953971332607972,0.005986885869048747,0.006286965025846386,0.0063648545176110405,0.028363930290375126,0.5838339705079191,2003-03-31
0.006149770566251961,0.007079730114986221,0.007171797140595154,0.00708269525267996,0.030054009038247217,0.48279628618241394,2003-04-01
0.0038790860494820056,0.004513921885393901,0.003492758347692443,0.0039241960183767355,0.04558313840275312,0.43200436919715995,2003-04-02
0.0016557074601447619,0.0022807184263043123,0.0032133376798770263,0.0020099540581929587,0.04047616131679179,0.43255051884216267,2003-04-03
0.0017976252424428962,0.001330419082010842,0.001117682671261555,0.0018185298621745949,0.028694597871480536,0.515019115237575,2003-04-04
0.0,0.0,0.0,9.57120980091819e-05,0.02881706734596402,0.44620425996723095,2003-04-07
0.0003311414920289524,0.00042763470493206723,0.00041913100172308315,0.0,0.03452414485689442,0.5221190606226105,2003-04-08
0.0018922370973082914,0.0010453292787228063,0.0017230941181949344,0.0009092649310872836,0.04912250621532583,0.565811032222829,2003-04-09
0.0024126022990680895,0.002470778295162984,0.0018162343408000547,0.002440658499234305,0.040145493735686384,0.5286728563626433,2003-04-10
0.0029802734282605714,0.0022332034590896166,0.002328505565128286,0.001770673813170004,0.03751240003429145,0.5303113052976515,2003-04-11
0.001277260040683098,0.002518293262377652,0.0019093745634052028,0.002297090352220532,0.020048252972946497,0.45002730748225006,2003-04-14
0.0015610956052793667,0.0018055687541575771,0.0013039631164718513,0.0013399693721286576,0.035063010544621756,0.5199344620425996,2003-04-15
0.0019395430247410306,0.001900598688586913,0.0013971033390769716,0.0016271056661562033,0.037144991610841,0.5237575095576187,2003-04-16
0.002554520081366224,0.0028508980328803557,0.0021887952312205916,0.0032063552833078157,0.02700451912360844,0.5319497542326597,2003-04-17
0.0055347935096267675,0.003231017770597755,0.0048898616867694145,0.0037327718223583717,0.04419923334108974,0.6149645002730747,2003-04-21
0.005960546856521143,0.006129430770692779,0.005960974246728451,0.006029862174578876,0.03885956425360979,0.5248498088476242,2003-04-22
0.004588674960972622,0.006319490639551478,0.005402132911097646,0.00559915773353753,0.039508652468372256,0.46258874931731286,2003-04-23
0.006102464638819277,0.005274161360828644,0.005355562799795072,0.005551301684532911,0.03625096444711156,0.5625341343528126,2003-04-24
0.005440181654761345,0.005986885869048747,0.005169282354584831,0.006221286370597268,0.02122395992798795,0.48716548334243576,2003-04-25
0.005960546856521143,0.006129430770692779,0.005402132911097646,0.004642036753445655,0.041737596903971684,0.5281267067176406,2003-04-28
0.005582099437059479,0.006414520573980814,0.004983001909374535,0.005503445635528348,0.026759580174641473,0.49699617695248494,2003-04-29
0.008136619518425647,0.006462035541195482,0.007637498253620811,0.006795558958652387,0.051559648757547184,0.5985800109229928,2003-04-30
0.00955579734140688,0.008742753967499767,0.009220882037908051,0.008949081163859118,0.05332320919010937,0.5581649371927908,2003-05-01
0.00903543213964711,0.010168202983939945,0.0093140222605132,0.009284073506891283,0.03737768361235962,0.49262697979246306,2003-05-02
0.00965040919627233,0.009978143115081273,0.009127741815302931,0.010145482388973975,0.022473148567719498,0.5308574549426542,2003-05-05
0.009745021051137726,0.011261047229877419,0.009966003818749097,0.010432618683001549,0.031535889679497386,0.5133806663025668,2003-05-06
0.009461185486541485,0.011213532262662723,0.009872863596143977,0.009475497702909674,0.048767344739323724,0.5002730748225013,2003-05-07
0.012536070769667451,0.01088092749216002,0.012108228938667143,0.010241194486983157,0.06510477263542062,0.6138722009830693,2003-05-08
0.012630682624532846,0.0133992207545377,0.011875378382154328,0.013016845329249627,0.031658359153980874,0.5133806663025668,2003-05-09
0.014049860447514079,0.013589280623396371,0.013412192055138994,0.013734686064318546,0.001984005486632457,0.5570726379027853,2003-05-12
0.013245659681158067,0.014729639836548514,0.013086201276021059,0.01402182235834612,0.02662486375270964,0.48388858547241936,2003-05-13
0.01433369601211032,0.013921885393899103,0.01448330461509803,0.013830398162327728,0.0509840422274748,0.5461496450027307,2003-05-14
0.014475613794408454,0.015062244607051217,0.015088716062031354,0.015026799387442585,0.0460852632481354,0.515019115237575,2003-05-15
0.015469038270495283,0.01501472963983655,0.015554417175057011,0.015218223583460977,0.04329295922991195,0.5428727471327143,2003-05-16
0.019963101376602482,0.017675567803858233,0.019093745634052056,0.017706738131699873,0.06112451471470736,0.6564718732932823,2003-05-19
0.020956525852689367,0.02052646583673859,0.021655101755693185,0.021152373660030643,0.0653007237945942,0.5417804478427088,2003-05-20
0.02365296371635367,0.02185688491874943,0.023052205094770156,0.021152373660030643,0.07041994782800387,0.5953031130529765,2003-05-21
0.021713420691612695,0.024565238049985755,0.02281935453825734,0.022444486983154682,0.06015700586628783,0.45002730748225006,2003-05-22
0.02204456218364162,0.022379549558110806,0.021981092534811147,0.021870214395099535,0.048608134422495196,0.5204806116876023,2003-05-23
0.02157150290931456,0.023709968640121648,0.023704186653006082,0.021918070444104154,0.08430798623443107,0.49535772801747674,2003-05-27
0.020341548796064146,0.021951914853178767,0.020164858194011065,0.018568147013782565,0.07008928024689846,0.47132714363735656,2003-05-28
0.022943374804863054,0.021666825049890703,0.021887952312206,0.019764548238897423,0.07150992615090689,0.5925723648279628,2003-05-29
0.020530772505794992,0.023709968640121648,0.02179481208960088,0.019955972434915786,0.049404186006637846,0.43473511742217363,2003-05-30
0.021240361417285608,0.02052646583673859,0.020630559307036722,0.019812404287901986,0.045093260504819176,0.5324959038776624,2003-06-02
0.020861913997823944,0.021524280148246727,0.020537419084431602,0.021295941807044416,0.030433664409146022,0.49808847624249036,2003-06-03
0.019584653957140846,0.02190439988596407,0.020071717971405945,0.020530245022970905,0.034389428434962586,0.46968869470234836,2003-06-04
0.022375703675670572,0.019956286230162518,0.021655101755693185,0.02009954058192956,0.060046783339252695,0.5985800109229928,2003-06-05
0.02001040730403522,0.023139789033545577,0.021189400642667527,0.020290964777947923,0.047371192730211995,0.43637356635718183,2003-06-06
0.019111594682813787,0.020859070607241292,0.01993200763749825,0.02009954058192956,0.03061736862087125,0.48170398689240845,2003-06-09
0.014475613794408454,0.019861256295733182,0.01811577329669814,0.01540964777947934,0.0897701247963945,0.36264336428181315,2003-06-10
0.016084015327120504,0.015299819443124585,0.015833837842872428,0.015792496171516096,0.041737596903971684,0.5625341343528126,2003-06-11
0.014995978996168224,0.016867813361208794,0.015181856284636502,0.015170367534456358,0.038063512669467135,0.47460404150737295,2003-06-12
0.016557074601447563,0.015822484082485988,0.015694127508964734,0.015361791730474722,0.03535693728338212,0.5608956854178044,2003-06-13
